exams,probability,instance_seed,solver_seed,solver,slots,time,max_time
50,0.6,3,2,code1,-1,60.000001,60
50,0.6,3,2,code2,-1,60.000001,60
50,0.6,3,3,code1,-1,60.000001,60
50,0.6,3,3,code2,-1,60.000001,60
50,0.8,0,0,code1,-1,60.000001,60
50,0.8,0,0,code2,-1,60.000001,60
50,0.8,0,1,code1,-1,60.000001,60
50,0.8,0,1,code2,-1,60.000001,60
50,0.8,0,2,code1,-1,60.000001,60
50,0.8,0,2,code2,-1,60.000001,60
50,0.8,0,3,code1,-1,60.000001,60
50,0.8,0,3,code2,-1,60.000001,60
50,0.8,1,0,code1,-1,60.000001,60
50,0.8,1,0,code2,-1,60.000001,60
50,0.8,1,1,code1,-1,60.000001,60
50,0.8,1,1,code2,-1,60.000001,60
50,0.8,1,2,code1,-1,60.000001,60
50,0.8,1,2,code2,-1,60.000001,60
50,0.8,1,3,code1,-1,60.000001,60
50,0.8,1,3,code2,-1,60.000001,60
50,0.8,2,0,code1,-1,60.000001,60
50,0.8,2,0,code2,-1,60.000001,60
50,0.8,2,1,code1,-1,60.000001,60
50,0.8,2,1,code2,-1,60.000001,60
50,0.8,2,2,code1,-1,60.000001,60
50,0.8,2,2,code2,-1,60.000001,60
50,0.8,2,3,code1,-1,60.000001,60
50,0.8,2,3,code2,-1,60.000001,60
50,0.8,3,0,code1,-1,60.000001,60
50,0.8,3,0,code2,-1,60.000001,60
50,0.8,3,1,code1,-1,60.000001,60
50,0.8,3,1,code2,-1,60.000001,60
50,0.8,3,2,code1,-1,60.000001,60
50,0.8,3,2,code2,-1,60.000001,60
50,0.8,3,3,code1,-1,60.000001,60
50,0.8,3,3,code2,-1,60.000001,60
55,0.2,0,0,code1,-1,60.000001,60
55,0.2,0,0,code2,-1,60.000001,60
55,0.2,0,1,code1,-1,60.000006,60
55,0.2,0,1,code2,-1,60.000001,60
55,0.2,0,2,code1,-1,60.000001,60
55,0.2,0,2,code2,-1,60.000001,60
55,0.2,0,3,code1,-1,60.000001,60
55,0.2,0,3,code2,-1,60.000001,60
55,0.2,1,0,code1,-1,60.000001,60
55,0.2,1,0,code2,-1,60.000001,60
55,0.2,1,1,code1,-1,60.000001,60
55,0.2,1,1,code2,-1,60.000001,60
55,0.2,1,2,code1,5,23.479131,60
55,0.2,1,2,code2,5,23.756424,60
55,0.2,1,3,code1,-1,60.000001,60
55,0.2,1,3,code2,-1,60.000001,60
55,0.2,2,0,code1,5,49.479433,60
55,0.2,2,0,code2,5,49.028033,60
55,0.2,2,1,code1,5,49.152309,60
55,0.2,2,1,code2,5,49.229413,60
55,0.2,2,2,code1,-1,60.000001,60
55,0.2,2,2,code2,-1,60.000001,60
55,0.2,2,3,code1,-1,60.000001,60
55,0.2,2,3,code2,-1,60.000001,60
55,0.2,3,0,code1,-1,60.000001,60
55,0.2,3,0,code2,-1,60.000001,60
55,0.2,3,1,code1,-1,60.000001,60
55,0.2,3,1,code2,-1,60.000001,60
55,0.2,3,2,code1,-1,60.000001,60
55,0.2,3,2,code2,-1,60.000001,60
55,0.2,3,3,code1,-1,60.000001,60
55,0.2,3,3,code2,-1,60.000001,60
55,0.4,0,0,code1,-1,60.000001,60
55,0.4,0,0,code2,-1,60.000001,60
55,0.4,0,1,code1,-1,60.000001,60
55,0.4,0,1,code2,-1,60.000001,60
55,0.4,0,2,code1,-1,60.000001,60
55,0.4,0,2,code2,-1,60.000001,60
55,0.4,0,3,code1,-1,60.000001,60
55,0.4,0,3,code2,-1,60.000001,60
55,0.4,1,0,code1,-1,60.000001,60
55,0.4,1,0,code2,-1,60.000001,60
55,0.4,1,1,code1,-1,60.000001,60
55,0.4,1,1,code2,-1,60.000001,60
55,0.4,1,2,code1,-1,60.000001,60
55,0.4,1,2,code2,-1,60.000001,60
55,0.4,1,3,code1,-1,60.000001,60
55,0.4,1,3,code2,-1,60.000001,60
55,0.4,2,0,code1,-1,60.000001,60
55,0.4,2,0,code2,-1,60.000001,60
55,0.4,2,1,code1,-1,60.000001,60
55,0.4,2,1,code2,-1,60.000001,60
55,0.4,2,2,code1,-1,60.000001,60
55,0.4,2,2,code2,-1,60.000001,60
55,0.4,2,3,code1,-1,60.000001,60
55,0.4,2,3,code2,-1,60.000001,60
55,0.4,3,0,code1,-1,60.000001,60
55,0.4,3,0,code2,-1,60.000001,60
55,0.4,3,1,code1,-1,60.000001,60
55,0.4,3,1,code2,-1,60.000001,60
55,0.4,3,2,code1,-1,60.000001,60
55,0.4,3,2,code2,-1,60.000001,60
55,0.4,3,3,code1,-1,60.000001,60
55,0.4,3,3,code2,-1,60.000001,60
55,0.6,0,0,code1,-1,60.000001,60
55,0.6,0,0,code2,-1,60.000001,60
55,0.6,0,1,code1,-1,60.000001,60
55,0.6,0,1,code2,-1,60.000001,60
55,0.6,0,2,code1,-1,60.000001,60
55,0.6,0,2,code2,-1,60.000001,60
55,0.6,0,3,code1,-1,60.000001,60
55,0.6,0,3,code2,-1,60.000001,60
55,0.6,1,0,code1,-1,60.000001,60
55,0.6,1,0,code2,-1,60.000001,60
55,0.6,1,1,code1,-1,60.000001,60
55,0.6,1,1,code2,-1,60.000001,60
55,0.6,1,2,code1,-1,60.000001,60
55,0.6,1,2,code2,-1,60.000001,60
55,0.6,1,3,code1,-1,60.000001,60
55,0.6,1,3,code2,-1,60.000001,60
55,0.6,2,0,code1,-1,60.000001,60
55,0.6,2,0,code2,-1,60.000001,60
55,0.6,2,1,code1,-1,60.000001,60
55,0.6,2,1,code2,-1,60.000001,60
55,0.6,2,2,code1,-1,60.000001,60
55,0.6,2,2,code2,-1,60.000001,60
55,0.6,2,3,code1,-1,60.000001,60
55,0.6,2,3,code2,-1,60.000001,60
55,0.6,3,0,code1,-1,60.000001,60
55,0.6,3,0,code2,-1,60.000001,60
55,0.6,3,1,code1,-1,60.000001,60
55,0.6,3,1,code2,-1,60.000001,60
55,0.6,3,2,code1,-1,60.000001,60
55,0.6,3,2,code2,-1,60.000001,60
55,0.6,3,3,code1,-1,60.000001,60
55,0.6,3,3,code2,-1,60.000001,60
55,0.8,0,0,code1,-1,60.000001,60
55,0.8,0,0,code2,-1,60.000001,60
55,0.8,0,1,code1,-1,60.000001,60
55,0.8,0,1,code2,-1,60.000001,60
55,0.8,0,2,code1,-1,60.000001,60
55,0.8,0,2,code2,-1,60.000001,60
55,0.8,0,3,code1,-1,60.000001,60
55,0.8,0,3,code2,-1,60.000001,60
55,0.8,1,0,code1,-1,60.000001,60
55,0.8,1,0,code2,-1,60.000001,60
55,0.8,1,1,code1,-1,60.000001,60
55,0.8,1,1,code2,-1,60.000001,60
55,0.8,1,2,code1,-1,60.000001,60
55,0.8,1,2,code2,-1,60.000001,60
55,0.8,1,3,code1,-1,60.000001,60
55,0.8,1,3,code2,-1,60.000001,60
55,0.8,2,0,code1,-1,60.000001,60
55,0.8,2,0,code2,-1,60.000001,60
55,0.8,2,1,code1,-1,60.000001,60
55,0.8,2,1,code2,-1,60.000001,60
55,0.8,2,2,code1,-1,60.000001,60
55,0.8,2,2,code2,-1,60.000001,60
55,0.8,2,3,code1,-1,60.000001,60
55,0.8,2,3,code2,-1,60.000001,60
55,0.8,3,0,code1,-1,60.000001,60
55,0.8,3,0,code2,-1,60.000001,60
55,0.8,3,1,code1,-1,60.000001,60
55,0.8,3,1,code2,-1,60.000001,60
55,0.8,3,2,code1,-1,60.000001,60
55,0.8,3,2,code2,-1,60.000001,60
55,0.8,3,3,code1,-1,60.000001,60
55,0.8,3,3,code2,-1,60.000001,60
5,0.2,0,0,code1,1,0.000008,60
5,0.2,0,0,code2,1,0.000003,60
5,0.2,0,1,code1,1,0.000009,60
5,0.2,0,1,code2,1,0.000003,60
5,0.2,0,2,code1,1,0.000008,60
5,0.2,0,2,code2,1,0.000004,60
5,0.2,0,3,code1,1,0.000009,60
5,0.2,0,3,code2,1,0.000003,60
5,0.2,1,0,code1,2,0.000007,60
5,0.2,1,0,code2,2,0.000003,60
5,0.2,1,1,code1,2,0.000007,60
5,0.2,1,1,code2,2,0.000004,60
5,0.2,1,2,code1,2,0.000007,60
5,0.2,1,2,code2,2,0.000003,60
5,0.2,1,3,code1,2,0.000008,60
5,0.2,1,3,code2,2,0.000004,60
5,0.2,2,0,code1,2,0.000007,60
5,0.2,2,0,code2,2,0.000004,60
5,0.2,2,1,code1,2,0.000008,60
5,0.2,2,1,code2,2,0.000004,60
5,0.2,2,2,code1,2,0.000008,60
5,0.2,2,2,code2,2,0.000005,60
5,0.2,2,3,code1,2,0.000008,60
5,0.2,2,3,code2,2,0.000004,60
5,0.2,3,0,code1,2,0.000007,60
5,0.2,3,0,code2,2,0.000005,60
5,0.2,3,1,code1,2,0.000008,60
5,0.2,3,1,code2,2,0.000004,60
5,0.2,3,2,code1,2,0.000008,60
5,0.2,3,2,code2,2,0.000005,60
5,0.2,3,3,code1,2,0.000008,60
5,0.2,3,3,code2,2,0.000004,60
5,0.4,0,0,code1,2,0.000008,60
5,0.4,0,0,code2,2,0.000004,60
5,0.4,0,1,code1,2,0.000009,60
5,0.4,0,1,code2,2,0.000004,60
5,0.4,0,2,code1,2,0.000007,60
5,0.4,0,2,code2,2,0.000004,60
5,0.4,0,3,code1,2,0.000007,60
5,0.4,0,3,code2,2,0.000004,60
5,0.4,1,0,code1,2,0.000007,60
5,0.4,1,0,code2,2,0.000004,60
5,0.4,1,1,code1,2,0.000007,60
5,0.4,1,1,code2,2,0.000004,60
5,0.4,1,2,code1,2,0.000007,60
5,0.4,1,2,code2,2,0.000003,60
5,0.4,1,3,code1,2,0.000010,60
5,0.4,1,3,code2,2,0.000007,60
5,0.4,2,0,code1,2,0.000010,60
5,0.4,2,0,code2,2,0.000005,60
5,0.4,2,1,code1,2,0.000009,60
5,0.4,2,1,code2,2,0.000006,60
5,0.4,2,2,code1,2,0.000008,60
5,0.4,2,2,code2,2,0.000004,60
5,0.4,2,3,code1,2,0.000008,60
5,0.4,2,3,code2,2,0.000004,60
5,0.4,3,0,code1,3,0.000008,60
5,0.4,3,0,code2,3,0.000005,60
5,0.4,3,1,code1,3,0.000007,60
5,0.4,3,1,code2,3,0.000006,60
5,0.4,3,2,code1,3,0.000006,60
5,0.4,3,2,code2,3,0.000005,60
5,0.4,3,3,code1,3,0.000007,60
5,0.4,3,3,code2,3,0.000006,60
5,0.6,0,0,code1,3,0.000007,60
5,0.6,0,0,code2,3,0.000007,60
5,0.6,0,1,code1,3,0.000007,60
5,0.6,0,1,code2,3,0.000006,60
5,0.6,0,2,code1,3,0.000005,60
5,0.6,0,2,code2,3,0.000005,60
5,0.6,0,3,code1,3,0.000005,60
5,0.6,0,3,code2,3,0.000004,60
5,0.6,1,0,code1,2,0.000007,60
5,0.6,1,0,code2,2,0.000005,60
5,0.6,1,1,code1,2,0.000007,60
5,0.6,1,1,code2,2,0.000003,60
5,0.6,1,2,code1,2,0.000008,60
5,0.6,1,2,code2,2,0.000003,60
5,0.6,1,3,code1,2,0.000008,60
5,0.6,1,3,code2,2,0.000004,60
5,0.6,2,0,code1,2,0.000009,60
5,0.6,2,0,code2,2,0.000006,60
5,0.6,2,1,code1,2,0.000009,60
5,0.6,2,1,code2,2,0.000005,60
5,0.6,2,2,code1,2,0.000007,60
5,0.6,2,2,code2,2,0.000004,60
5,0.6,2,3,code1,2,0.000008,60
5,0.6,2,3,code2,2,0.000003,60
5,0.6,3,0,code1,3,0.000007,60
5,0.6,3,0,code2,3,0.000006,60
5,0.6,3,1,code1,3,0.000008,60
5,0.6,3,1,code2,3,0.000006,60
5,0.6,3,2,code1,3,0.000007,60
5,0.6,3,2,code2,3,0.000005,60
5,0.6,3,3,code1,3,0.000007,60
5,0.6,3,3,code2,3,0.000006,60
5,0.8,0,0,code1,4,0.000006,60
5,0.8,0,0,code2,4,0.000007,60
5,0.8,0,1,code1,4,0.000005,60
5,0.8,0,1,code2,4,0.000007,60
5,0.8,0,2,code1,4,0.000005,60
5,0.8,0,2,code2,4,0.000006,60
5,0.8,0,3,code1,4,0.000006,60
5,0.8,0,3,code2,4,0.000007,60
5,0.8,1,0,code1,4,0.000007,60
5,0.8,1,0,code2,4,0.000010,60
5,0.8,1,1,code1,4,0.000006,60
5,0.8,1,1,code2,4,0.000008,60
5,0.8,1,2,code1,4,0.000006,60
5,0.8,1,2,code2,4,0.000007,60
5,0.8,1,3,code1,4,0.000008,60
5,0.8,1,3,code2,4,0.000008,60
5,0.8,2,0,code1,3,0.000006,60
5,0.8,2,0,code2,3,0.000005,60
5,0.8,2,1,code1,3,0.000006,60
5,0.8,2,1,code2,3,0.000005,60
5,0.8,2,2,code1,3,0.000006,60
5,0.8,2,2,code2,3,0.000006,60
5,0.8,2,3,code1,3,0.000007,60
5,0.8,2,3,code2,3,0.000008,60
5,0.8,3,0,code1,4,0.000005,60
5,0.8,3,0,code2,4,0.000006,60
5,0.8,3,1,code1,4,0.000005,60
5,0.8,3,1,code2,4,0.000007,60
5,0.8,3,2,code1,4,0.000007,60
5,0.8,3,2,code2,4,0.000008,60
5,0.8,3,3,code1,4,0.000007,60
5,0.8,3,3,code2,4,0.000008,60
60,0.2,0,0,code1,-1,60.000001,60
60,0.2,0,0,code2,-1,60.000001,60
60,0.2,0,1,code1,-1,60.000001,60
60,0.2,0,1,code2,-1,60.000001,60
60,0.2,0,2,code1,-1,60.000001,60
60,0.2,0,2,code2,-1,60.000001,60
60,0.2,0,3,code1,-1,60.000001,60
60,0.2,0,3,code2,-1,60.000001,60
60,0.2,1,0,code1,-1,60.000001,60
60,0.2,1,0,code2,-1,60.000001,60
60,0.2,1,1,code1,-1,60.000001,60
60,0.2,1,1,code2,-1,60.000001,60
60,0.2,1,2,code1,-1,60.000001,60
60,0.2,1,2,code2,-1,60.000001,60
60,0.2,1,3,code1,-1,60.000001,60
60,0.2,1,3,code2,-1,60.000001,60
60,0.2,2,0,code1,-1,60.000001,60
60,0.2,2,0,code2,-1,60.000001,60
60,0.2,2,1,code1,-1,60.000001,60
60,0.2,2,1,code2,-1,60.000001,60
60,0.2,2,2,code1,-1,60.000001,60
60,0.2,2,2,code2,-1,60.000001,60
60,0.2,2,3,code1,-1,60.000001,60
60,0.2,2,3,code2,-1,60.000001,60
60,0.2,3,0,code1,-1,60.000001,60
60,0.2,3,0,code2,-1,60.000001,60
60,0.2,3,1,code1,-1,60.000001,60
60,0.2,3,1,code2,-1,60.000001,60
60,0.2,3,2,code1,-1,60.000001,60
60,0.2,3,2,code2,-1,60.000001,60
60,0.2,3,3,code1,-1,60.000001,60
60,0.2,3,3,code2,-1,60.000001,60
60,0.4,0,0,code1,-1,60.000001,60
60,0.4,0,0,code2,-1,60.000001,60
60,0.4,0,1,code1,-1,60.000001,60
60,0.4,0,1,code2,-1,60.000001,60
60,0.4,0,2,code1,-1,60.000001,60
60,0.4,0,2,code2,-1,60.000001,60
60,0.4,0,3,code1,-1,60.000001,60
60,0.4,0,3,code2,-1,60.000001,60
60,0.4,1,0,code1,-1,60.000001,60
60,0.4,1,0,code2,-1,60.000001,60
60,0.4,1,1,code1,-1,60.000001,60
60,0.4,1,1,code2,-1,60.000001,60
60,0.4,1,2,code1,-1,60.000001,60
60,0.4,1,2,code2,-1,60.000001,60
60,0.4,1,3,code1,-1,60.000001,60
60,0.4,1,3,code2,-1,60.000001,60
60,0.4,2,0,code1,-1,60.000001,60
60,0.4,2,0,code2,-1,60.000001,60
60,0.4,2,1,code1,-1,60.000001,60
60,0.4,2,1,code2,-1,60.000001,60
60,0.4,2,2,code1,-1,60.000001,60
60,0.4,2,2,code2,-1,60.000001,60
60,0.4,2,3,code1,-1,60.000001,60
60,0.4,2,3,code2,-1,60.000001,60
60,0.4,3,0,code1,-1,60.000001,60
60,0.4,3,0,code2,-1,60.000001,60
60,0.4,3,1,code1,-1,60.000001,60
60,0.4,3,1,code2,-1,60.000001,60
60,0.4,3,2,code1,-1,60.000001,60
60,0.4,3,2,code2,-1,60.000001,60
60,0.4,3,3,code1,-1,60.000001,60
60,0.4,3,3,code2,-1,60.000001,60
60,0.6,0,0,code1,-1,60.000001,60
60,0.6,0,0,code2,-1,60.000001,60
60,0.6,0,1,code1,-1,60.000001,60
60,0.6,0,1,code2,-1,60.000001,60
60,0.6,0,2,code1,-1,60.000001,60
60,0.6,0,2,code2,-1,60.000001,60
60,0.6,0,3,code1,-1,60.000001,60
60,0.6,0,3,code2,-1,60.000001,60
60,0.6,1,0,code1,-1,60.000001,60
60,0.6,1,0,code2,-1,60.000001,60
60,0.6,1,1,code1,-1,60.000001,60
60,0.6,1,1,code2,-1,60.000001,60
60,0.6,1,2,code1,-1,60.000001,60
60,0.6,1,2,code2,-1,60.000001,60
60,0.6,1,3,code1,-1,60.000001,60
60,0.6,1,3,code2,-1,60.000001,60
60,0.6,2,0,code1,-1,60.000001,60
60,0.6,2,0,code2,-1,60.000001,60
60,0.6,2,1,code1,-1,60.000001,60
60,0.6,2,1,code2,-1,60.000001,60
60,0.6,2,2,code1,-1,60.000001,60
60,0.6,2,2,code2,-1,60.000001,60
60,0.6,2,3,code1,-1,60.000001,60
60,0.6,2,3,code2,-1,60.000001,60
60,0.6,3,0,code1,-1,60.000001,60
60,0.6,3,0,code2,-1,60.000001,60
60,0.6,3,1,code1,-1,60.000001,60
60,0.6,3,1,code2,-1,60.000001,60
60,0.6,3,2,code1,-1,60.000001,60
60,0.6,3,2,code2,-1,60.000001,60
60,0.6,3,3,code1,-1,60.000001,60
60,0.6,3,3,code2,-1,60.000001,60
60,0.8,0,0,code1,-1,60.000001,60
60,0.8,0,0,code2,-1,60.000001,60
60,0.8,0,1,code1,-1,60.000001,60
60,0.8,0,1,code2,-1,60.000001,60
60,0.8,0,2,code1,-1,60.000001,60
60,0.8,0,2,code2,-1,60.000001,60
60,0.8,0,3,code1,-1,60.000001,60
60,0.8,0,3,code2,-1,60.000001,60
60,0.8,1,0,code1,-1,60.000001,60
60,0.8,1,0,code2,-1,60.000001,60
60,0.8,1,1,code1,-1,60.000001,60
60,0.8,1,1,code2,-1,60.000001,60
60,0.8,1,2,code1,-1,60.000001,60
60,0.8,1,2,code2,-1,60.000001,60
60,0.8,1,3,code1,-1,60.000001,60
60,0.8,1,3,code2,-1,60.000001,60
60,0.8,2,0,code1,-1,60.000001,60
60,0.8,2,0,code2,-1,60.000001,60
60,0.8,2,1,code1,-1,60.000001,60
60,0.8,2,1,code2,-1,60.000001,60
60,0.8,2,2,code1,-1,60.000001,60
60,0.8,2,2,code2,-1,60.000001,60
60,0.8,2,3,code1,-1,60.000001,60
60,0.8,2,3,code2,-1,60.000001,60
60,0.8,3,0,code1,-1,60.000001,60
60,0.8,3,0,code2,-1,60.000001,60
60,0.8,3,1,code1,-1,60.000001,60
60,0.8,3,1,code2,-1,60.000001,60
60,0.8,3,2,code1,-1,60.000001,60
60,0.8,3,2,code2,-1,60.000001,60
60,0.8,3,3,code1,-1,60.000001,60
60,0.8,3,3,code2,-1,60.000001,60
